Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Duration (s),Distance (m),Mean speed (m/s),Path efficiency,Q1 : time (s),Q1 : distance (m),Q2 : time (s),Q2 : distance (m),Q3 : time (s),Q3 : distance (m),Q4 : time (s),Q4 : distance (m),Platform : entries,Platform : CIPL (m·s)
653,27,NSF,A,Spatial,21,Pool,17.8,3.870,0.218,0.168,13.0,2.133,4.8,1.738,0.0,0.000,0.0,0.000,1,4.09
654,27,NSF,A,Spatial,22,Pool,5.6,1.588,0.281,0.300,1.7,0.443,0.0,0.000,0.0,0.000,3.9,1.145,1,1.71
655,28,NSF,A,Spatial,21,Pool,20.9,7.651,0.365,0.090,5.2,1.760,6.2,2.361,4.5,1.392,5.0,2.137,1,11.41
656,28,NSF,A,Spatial,22,Pool,6.9,2.520,0.364,0.351,2.5,0.897,2.8,1.018,0.0,0.000,1.6,0.605,1,1.89
657,29,NSF,A,Spatial,21,Pool,6.1,1.961,0.321,0.618,2.9,0.877,0.0,0.000,0.7,0.108,2.5,0.976,1,1.19
658,29,NSF,A,Spatial,22,Pool,13.1,5.089,0.390,0.231,2.9,0.989,9.2,3.741,0.9,0.360,0.0,0.000,1,6.54
659,30,NSF,A,Spatial,21,Pool,2.7,0.876,0.325,0.757,1.6,0.536,1.1,0.340,0.0,0.000,0.0,0.000,1,0.25
660,30,NSF,A,Spatial,22,Pool,3.0,1.264,0.428,0.965,0.8,0.313,0.4,0.204,1.7,0.748,0.0,0.000,1,0.20
661,1,NSF,A,Spatial,23,Pool,1.5,0.426,0.279,0.973,1.5,0.426,0.0,0.000,0.0,0.000,0.0,0.000,1,0.03
662,1,NSF,A,Spatial,24,Pool,11.1,3.621,0.327,0.326,5.5,1.643,0.0,0.000,3.3,1.140,2.3,0.837,1,3.42
663,2,NSF,A,Spatial,23,Pool,5.0,1.278,0.257,0.466,4.0,0.976,0.0,0.000,0.0,0.000,0.9,0.303,1,0.33
664,2,NSF,A,Spatial,24,Pool,7.7,2.008,0.261,0.370,6.8,1.746,0.9,0.261,0.0,0.000,0.0,0.000,1,0.85
665,3,NSF,A,Spatial,23,Pool,5.1,1.508,0.296,0.277,1.1,0.252,0.0,0.000,0.0,0.000,4.0,1.257,1,1.98
666,3,NSF,A,Spatial,24,Pool,2.9,0.987,0.346,0.870,1.2,0.364,1.6,0.623,0.0,0.000,0.0,0.000,1,0.18
667,4,NSF,A,Spatial,23,Pool,5.4,1.583,0.296,0.654,1.3,0.334,2.1,0.614,1.9,0.636,0.0,0.000,1,0.73
668,4,NSF,A,Spatial,24,Pool,5.1,1.577,0.308,0.745,2.4,0.595,2.7,0.982,0.0,0.000,0.0,0.000,1,0.69
669,5,NSF,A,Spatial,23,Pool,4.1,1.222,0.301,0.499,3.1,0.999,1.0,0.223,0.0,0.000,0.0,0.000,1,0.45
670,5,NSF,A,Spatial,24,Pool,1.5,0.438,0.289,0.977,1.5,0.438,0.0,0.000,0.0,0.000,0.0,0.000,1,0.05
671,6,NSF,A,Spatial,23,Pool,8.5,2.588,0.304,0.334,2.8,0.824,5.7,1.764,0.0,0.000,0.0,0.000,1,2.40
672,6,NSF,A,Spatial,24,Pool,14.8,3.537,0.239,0.190,10.3,3.248,0.0,0.000,0.0,0.000,4.5,0.289,1,3.95
673,7,NSF,A,Spatial,23,Pool,17.8,5.569,0.312,0.231,10.9,3.306,2.2,0.584,2.9,1.162,1.9,0.518,1,4.55
674,7,NSF,A,Spatial,24,Pool,5.3,1.759,0.332,0.291,2.5,0.737,2.8,1.022,0.0,0.000,0.0,0.000,1,1.79
675,8,NSF,A,Spatial,23,Pool,9.0,3.134,0.349,0.306,2.0,0.609,0.0,0.000,2.8,1.139,4.2,1.387,1,4.20
676,8,NSF,A,Spatial,24,Pool,14.6,5.328,0.366,0.226,3.8,1.170,3.7,1.518,5.1,1.832,2.0,0.808,1,7.28
677,9,NSF,A,Spatial,23,Pool,9.4,3.449,0.366,0.270,4.1,1.223,0.0,0.000,0.9,0.254,4.4,1.972,1,2.69
678,9,NSF,A,Spatial,24,Pool,5.1,1.719,0.339,0.339,1.1,0.329,4.0,1.390,0.0,0.000,0.0,0.000,1,2.57
679,10,NSF,A,Spatial,23,Pool,16.6,5.085,0.306,0.106,8.0,2.254,4.5,1.307,0.0,0.000,4.1,1.524,1,7.15
680,10,NSF,A,Spatial,24,Pool,8.8,2.733,0.309,0.418,3.9,1.100,0.0,0.000,1.5,0.494,3.5,1.139,1,2.04
681,11,NSF,A,Spatial,23,Pool,5.4,1.779,0.328,0.671,3.2,0.911,2.2,0.868,0.0,0.000,0.0,0.000,1,0.44
682,11,NSF,A,Spatial,24,Pool,6.0,1.785,0.300,0.439,2.0,0.616,0.0,0.000,0.0,0.000,3.9,1.169,1,1.35
683,12,NSF,A,Spatial,23,Pool,13.0,4.779,0.369,0.267,5.6,2.033,0.5,0.235,3.3,1.049,3.5,1.463,1,5.05
684,12,NSF,A,Spatial,24,Pool,15.0,4.023,0.268,0.219,2.9,0.886,12.0,3.137,0.0,0.000,0.0,0.000,1,5.85
685,13,NSF,A,Spatial,23,Pool,3.2,1.065,0.329,0.952,1.5,0.438,0.5,0.225,1.2,0.401,0.0,0.000,1,0.10
686,13,NSF,A,Spatial,24,Pool,11.4,3.430,0.300,0.130,5.9,1.567,1.7,0.606,1.2,0.385,2.5,0.872,1,4.02
687,14,NSF,A,Spatial,23,Pool,47.1,13.397,0.285,0.077,13.1,4.145,9.7,3.130,9.9,2.161,14.4,3.961,1,30.57
688,14,NSF,A,Spatial,24,Pool,3.7,0.822,0.222,0.556,3.7,0.822,0.0,0.000,0.0,0.000,0.0,0.000,1,0.15
689,15,NSF,A,Spatial,23,Pool,11.3,2.948,0.260,0.300,1.1,0.270,10.2,2.678,0.0,0.000,0.0,0.000,1,6.50
690,15,NSF,A,Spatial,24,Pool,7.7,2.631,0.340,0.250,2.5,0.769,0.0,0.000,0.0,0.000,5.2,1.862,1,3.35
691,16,NSF,A,Spatial,23,Pool,4.3,1.445,0.340,0.789,1.5,0.397,0.0,0.000,2.4,0.898,0.4,0.150,1,0.51
692,16,NSF,A,Spatial,24,Pool,2.9,0.834,0.287,0.615,0.8,0.224,2.1,0.611,0.0,0.000,0.0,0.000,1,0.59
693,17,NSF,A,Spatial,23,Pool,18.3,6.101,0.333,0.220,6.4,1.850,1.3,0.524,2.5,0.894,8.1,2.833,1,6.84
694,17,NSF,A,Spatial,24,Pool,4.1,1.455,0.358,0.569,1.3,0.368,0.0,0.000,0.0,0.000,2.7,1.087,1,1.15
695,18,NSF,A,Spatial,23,Pool,11.1,3.183,0.287,0.366,3.6,1.076,4.9,1.250,1.1,0.228,1.5,0.628,1,2.50
696,18,NSF,A,Spatial,24,Pool,2.0,0.494,0.252,0.923,1.9,0.494,0.0,0.000,0.0,0.000,0.0,0.000,1,0.07
697,19,NSF,A,Spatial,23,Pool,2.3,0.583,0.258,0.848,0.9,0.298,0.0,0.000,0.0,0.000,1.3,0.285,1,0.17
698,19,NSF,A,Spatial,24,Pool,14.5,5.228,0.361,0.199,4.6,1.343,4.1,1.482,3.6,1.627,2.1,0.777,1,6.14
699,20,NSF,A,Spatial,23,Pool,4.1,1.147,0.280,0.448,2.4,0.510,1.7,0.637,0.0,0.000,0.0,0.000,1,1.20
700,20,NSF,A,Spatial,24,Pool,4.6,1.614,0.350,0.755,1.0,0.327,0.0,0.000,0.0,0.000,3.6,1.287,1,1.04
701,21,NSF,A,Spatial,23,Pool,4.0,1.265,0.319,0.731,2.4,0.723,1.5,0.542,0.0,0.000,0.0,0.000,1,0.30
702,21,NSF,A,Spatial,24,Pool,7.5,2.498,0.332,0.233,4.9,1.719,0.0,0.000,0.0,0.000,2.6,0.779,1,2.07
703,22,NSF,A,Spatial,23,Pool,22.8,8.129,0.356,0.137,1.0,0.279,14.4,5.354,7.1,2.428,0.4,0.068,1,12.74
704,22,NSF,A,Spatial,24,Pool,7.7,2.550,0.331,0.416,1.3,0.407,1.6,0.540,2.4,0.719,2.3,0.884,1,2.74
705,23,NSF,A,Spatial,23,Pool,3.5,1.230,0.352,0.275,2.8,1.027,0.7,0.203,0.0,0.000,0.0,0.000,1,1.01
706,23,NSF,A,Spatial,24,Pool,2.3,0.903,0.397,0.980,0.8,0.311,0.0,0.000,0.0,0.000,1.5,0.592,1,0.12
707,24,NSF,A,Spatial,23,Pool,5.6,2.080,0.373,0.605,2.9,0.993,0.9,0.470,1.7,0.617,0.0,0.000,1,0.91
708,24,NSF,A,Spatial,24,Pool,3.7,1.348,0.369,0.720,2.1,0.741,1.5,0.606,0.0,0.000,0.0,0.000,1,0.35
709,25,NSF,A,Spatial,23,Pool,4.7,1.925,0.407,0.524,1.5,0.505,0.5,0.244,1.5,0.732,1.3,0.444,1,1.64
710,25,NSF,A,Spatial,24,Pool,9.0,3.358,0.372,0.331,2.8,0.932,2.9,1.293,1.2,0.423,2.1,0.711,1,2.19
711,26,NSF,A,Spatial,23,Pool,8.9,3.847,0.434,0.145,1.0,0.311,2.8,1.181,2.4,1.149,2.7,1.205,1,6.61
712,26,NSF,A,Spatial,24,Pool,12.7,5.369,0.421,0.168,4.1,1.648,3.3,1.362,2.7,1.159,2.7,1.200,1,6.97
713,27,NSF,A,Spatial,23,Pool,7.6,2.206,0.289,0.442,2.3,0.674,4.6,1.344,0.0,0.000,0.8,0.188,1,1.66
714,27,NSF,A,Spatial,24,Pool,1.8,0.438,0.242,0.850,1.8,0.438,0.0,0.000,0.0,0.000,0.0,0.000,1,0.05
715,28,NSF,A,Spatial,23,Pool,24.4,8.735,0.358,0.065,11.2,3.950,9.6,3.404,1.7,0.596,1.9,0.785,1,8.68
716,28,NSF,A,Spatial,24,Pool,12.8,4.081,0.319,0.166,5.6,1.857,0.0,0.000,0.0,0.000,7.2,2.224,1,4.96
717,29,NSF,A,Spatial,23,Pool,6.4,2.117,0.330,0.593,1.3,0.466,0.2,0.063,3.6,1.218,1.3,0.369,1,1.88
718,29,NSF,A,Spatial,24,Pool,8.3,2.920,0.354,0.260,1.5,0.546,6.8,2.374,0.0,0.000,0.0,0.000,1,2.88
719,30,NSF,A,Spatial,23,Pool,6.9,2.351,0.341,0.449,4.0,1.285,0.0,0.000,0.9,0.219,2.0,0.847,1,1.27
720,30,NSF,A,Spatial,24,Pool,21.2,7.010,0.330,0.084,11.6,3.798,6.6,2.095,0.0,0.000,3.1,1.117,1,7.11
