Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration (s),Distance (m),Mean speed (m/s),Path efficiency,Q1 : entries,Q1 : time (s),Q1 : distance (m),Q2 : entries,Q2 : time (s),Q2 : distance (m),Q3 : entries,Q3 : time (s),Q3 : distance (m),Q4 : entries,Q4 : time (s),Q4 : distance (m),Platform : entries,Platform : CIPL (m·s)
305,3,NSF,A,Spatial,11,Pool,5/23/2023,6.5,2.439,0.375,0.224,2,2.2,0.623,1,0.9,0.483,1,0.3,0.124,1,3.1,1.210,1,2.60
306,3,NSF,A,Spatial,12,Pool,5/23/2023,24.2,7.782,0.321,0.168,1,14.4,3.815,1,3.5,1.385,2,4.1,1.576,2,2.3,1.007,1,10.05
307,4,NSF,A,Spatial,11,Pool,5/23/2023,60.0,16.680,0.278,0.078,5,21.4,6.230,3,8.8,2.595,5,11.0,2.780,6,18.8,5.076,0,
308,4,NSF,A,Spatial,12,Pool,5/23/2023,22.1,5.789,0.262,0.222,3,10.3,2.420,2,8.4,2.278,1,1.5,0.559,1,2.0,0.532,1,8.65
309,5,NSF,A,Spatial,11,Pool,5/23/2023,3.8,1.260,0.330,0.343,2,2.1,0.619,1,1.7,0.641,0,0.0,0.000,0,0.0,0.000,1,1.19
310,5,NSF,A,Spatial,12,Pool,5/23/2023,5.1,1.750,0.345,0.495,1,0.9,0.267,1,1.3,0.439,1,2.0,0.711,1,0.8,0.333,1,2.20
311,6,NSF,A,Spatial,11,Pool,5/23/2023,12.3,4.895,0.399,0.199,2,1.6,0.487,2,3.9,1.589,2,6.4,2.656,1,0.4,0.163,1,8.45
312,6,NSF,A,Spatial,12,Pool,5/23/2023,8.1,2.858,0.355,0.200,1,1.1,0.256,2,6.0,2.292,1,0.9,0.310,0,0.0,0.000,1,4.96
313,7,NSF,A,Spatial,11,Pool,5/23/2023,2.6,0.812,0.316,0.756,1,0.8,0.221,0,0.0,0.000,0,0.0,0.000,1,1.8,0.591,1,0.32
314,7,NSF,A,Spatial,12,Pool,5/23/2023,5.9,2.343,0.394,0.534,1,3.7,1.414,1,0.0,0.000,1,2.2,0.929,0,0.0,0.000,1,1.04
315,8,NSF,A,Spatial,11,Pool,5/23/2023,60.0,18.788,0.313,0.049,5,29.4,7.776,3,8.8,3.366,2,6.8,2.606,4,14.9,5.040,0,
316,8,NSF,A,Spatial,12,Pool,5/23/2023,39.9,10.741,0.269,0.063,3,23.3,6.276,3,7.8,1.988,1,4.8,1.166,1,4.0,1.310,1,19.07
317,9,NSF,A,Spatial,11,Pool,5/23/2023,5.4,2.172,0.405,0.417,1,1.2,0.392,0,0.0,0.000,1,2.4,1.085,1,1.7,0.695,1,2.91
318,9,NSF,A,Spatial,12,Pool,5/23/2023,32.3,8.869,0.274,0.081,3,9.0,2.499,1,6.5,1.493,1,4.0,1.295,3,12.8,3.581,1,19.77
319,10,NSF,A,Spatial,11,Pool,5/23/2023,15.0,5.144,0.343,0.204,1,3.7,1.039,2,8.4,3.031,2,2.8,1.074,0,0.0,0.000,1,6.78
320,10,NSF,A,Spatial,12,Pool,5/23/2023,4.5,1.696,0.380,0.632,1,0.9,0.304,1,0.5,0.238,1,2.3,1.050,1,0.7,0.103,1,1.79
321,11,NSF,A,Spatial,11,Pool,5/23/2023,17.5,5.247,0.301,0.093,4,11.4,3.266,1,2.5,1.039,0,0.0,0.000,3,3.5,0.942,1,6.27
322,11,NSF,A,Spatial,12,Pool,5/23/2023,7.0,2.288,0.328,0.373,1,4.4,1.565,1,2.6,0.722,0,0.0,0.000,0,0.0,0.000,1,1.17
323,12,NSF,A,Spatial,11,Pool,5/23/2023,7.1,2.526,0.354,0.332,2,4.9,1.702,2,2.2,0.824,0,0.0,0.000,0,0.0,0.000,1,1.40
324,12,NSF,A,Spatial,12,Pool,5/23/2023,9.0,6.762,0.748,0.071,4,6.5,4.501,0,0.0,0.000,0,0.0,0.000,3,2.5,2.260,1,3.10
325,13,NSF,A,Spatial,11,Pool,5/23/2023,24.7,7.287,0.295,0.170,2,6.4,1.842,3,7.7,2.313,3,7.4,1.821,1,3.2,1.311,1,15.76
326,13,NSF,A,Spatial,12,Pool,5/23/2023,60.0,21.334,0.356,0.064,4,16.6,5.278,5,15.5,5.613,5,13.0,5.252,5,14.9,5.192,0,
327,14,NSF,A,Spatial,11,Pool,5/23/2023,60.0,17.231,0.287,0.036,3,10.8,3.124,2,6.5,2.532,5,17.3,3.848,5,25.4,7.725,0,
328,14,NSF,A,Spatial,12,Pool,5/23/2023,60.0,17.682,0.295,0.017,4,14.0,4.451,5,22.1,6.182,3,15.6,4.398,3,8.3,2.652,0,
329,15,NSF,A,Spatial,11,Pool,5/23/2023,2.0,0.459,0.227,0.920,1,2.0,0.459,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.05
330,15,NSF,A,Spatial,12,Pool,5/23/2023,15.8,5.896,0.374,0.192,2,2.0,0.679,1,2.1,1.025,2,3.9,1.465,3,7.8,2.726,1,11.03
331,16,NSF,A,Spatial,11,Pool,5/23/2023,11.7,2.869,0.245,0.406,2,6.9,1.609,2,1.5,0.192,1,3.2,1.068,0,0.0,0.000,1,2.69
332,16,NSF,A,Spatial,12,Pool,5/23/2023,4.2,1.253,0.300,0.572,1,1.2,0.333,1,3.0,0.920,0,0.0,0.000,0,0.0,0.000,1,1.15
333,17,NSF,A,Spatial,11,Pool,5/23/2023,13.3,4.556,0.344,0.107,2,5.9,1.846,1,3.3,1.253,1,1.7,0.635,1,2.3,0.822,1,6.34
334,17,NSF,A,Spatial,12,Pool,5/23/2023,8.5,2.858,0.335,0.268,2,4.4,1.465,2,4.2,1.393,0,0.0,0.000,0,0.0,0.000,1,2.48
335,18,NSF,A,Spatial,11,Pool,5/23/2023,60.0,17.307,0.288,0.093,5,25.8,6.411,2,6.1,2.012,4,9.1,3.140,6,19.0,5.744,0,
336,18,NSF,A,Spatial,12,Pool,5/23/2023,54.3,15.139,0.279,0.061,6,39.2,11.033,3,6.7,1.742,0,0.0,0.000,3,8.4,2.364,1,17.96
337,19,NSF,A,Spatial,11,Pool,5/23/2023,29.3,11.215,0.382,0.065,2,4.1,1.625,2,6.1,2.389,3,9.2,3.636,3,9.8,3.566,1,23.01
338,19,NSF,A,Spatial,12,Pool,5/23/2023,17.8,6.673,0.374,0.169,2,4.5,1.576,2,4.5,1.889,2,5.8,2.289,1,2.9,0.919,1,11.17
339,20,NSF,A,Spatial,11,Pool,5/23/2023,5.0,1.245,0.250,0.764,1,1.3,0.317,0,0.0,0.000,0,0.0,0.000,1,3.6,0.929,1,1.07
340,20,NSF,A,Spatial,12,Pool,5/23/2023,32.6,11.701,0.358,0.085,3,7.2,2.544,3,11.2,4.212,2,10.4,3.338,2,3.9,1.607,1,22.66
341,21,NSF,A,Spatial,11,Pool,5/23/2023,19.7,6.473,0.329,0.142,2,8.9,2.794,1,2.0,0.629,1,3.5,1.121,2,5.3,1.929,1,8.67
342,21,NSF,A,Spatial,12,Pool,5/23/2023,8.1,2.991,0.371,0.319,1,0.9,0.247,1,1.8,0.524,1,3.1,1.241,1,2.3,0.979,1,5.71
343,22,NSF,A,Spatial,11,Pool,5/23/2023,9.9,3.344,0.338,0.168,1,0.9,0.251,0,0.0,0.000,1,2.7,1.001,2,6.3,2.092,1,6.34
344,22,NSF,A,Spatial,12,Pool,5/23/2023,3.1,1.137,0.366,0.922,1,1.0,0.352,0,0.0,0.000,1,1.9,0.715,1,0.2,0.070,1,0.23
345,23,NSF,A,Spatial,11,Pool,5/23/2023,10.5,3.700,0.352,0.205,2,6.9,2.401,0,0.0,0.000,0,0.0,0.000,2,3.6,1.298,1,2.81
346,23,NSF,A,Spatial,12,Pool,5/23/2023,10.1,3.688,0.365,0.280,1,3.7,1.100,1,1.5,0.506,1,2.8,1.179,1,2.0,0.904,1,5.40
347,24,NSF,A,Spatial,11,Pool,5/23/2023,31.1,9.714,0.312,0.128,3,5.4,1.538,3,16.7,4.938,2,6.7,2.249,1,2.3,0.990,1,17.93
348,24,NSF,A,Spatial,12,Pool,5/23/2023,6.1,1.769,0.292,0.391,1,4.5,1.308,1,1.5,0.462,0,0.0,0.000,0,0.0,0.000,1,1.02
349,25,NSF,A,Spatial,11,Pool,5/23/2023,37.0,11.831,0.320,0.085,4,6.5,1.842,5,18.8,5.984,2,7.5,2.490,1,4.3,1.514,1,23.04
350,25,NSF,A,Spatial,12,Pool,5/23/2023,21.5,4.513,0.210,0.281,2,16.5,2.857,1,0.2,0.063,1,3.4,1.117,1,1.3,0.474,1,3.31
351,26,NSF,A,Spatial,11,Pool,5/23/2023,15.8,5.544,0.350,0.092,2,4.9,1.559,1,3.7,1.277,1,3.9,1.340,1,3.3,1.369,1,11.59
352,26,NSF,A,Spatial,12,Pool,5/23/2023,32.3,11.434,0.354,0.083,3,8.4,2.983,2,6.8,2.538,3,6.8,2.656,4,10.3,3.257,1,21.99
353,27,NSF,A,Spatial,11,Pool,5/23/2023,60.0,17.800,0.297,0.062,5,12.1,3.861,5,11.2,3.322,7,16.2,4.681,7,20.5,5.936,0,
354,27,NSF,A,Spatial,12,Pool,5/23/2023,10.9,3.209,0.295,0.261,1,3.7,0.951,1,7.1,2.257,0,0.0,0.000,0,0.0,0.000,1,4.62
355,28,NSF,A,Spatial,11,Pool,5/23/2023,17.9,5.883,0.328,0.206,3,8.8,2.668,1,0.9,0.303,1,1.5,0.553,2,6.7,2.359,1,6.46
356,28,NSF,A,Spatial,12,Pool,5/23/2023,31.5,9.143,0.290,0.101,3,24.5,6.872,3,7.0,2.271,0,0.0,0.000,0,0.0,0.000,1,9.53
357,29,NSF,A,Spatial,11,Pool,5/23/2023,2.1,0.634,0.308,0.899,1,2.0,0.634,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.15
358,29,NSF,A,Spatial,12,Pool,5/23/2023,6.3,2.438,0.385,0.468,1,1.3,0.407,1,0.8,0.359,1,4.2,1.672,0,0.0,0.000,1,3.38
359,30,NSF,A,Spatial,11,Pool,5/23/2023,13.1,4.905,0.374,0.113,2,8.3,2.772,0,0.0,0.000,0,0.0,0.000,1,4.8,2.133,1,5.27
360,30,NSF,A,Spatial,12,Pool,5/23/2023,6.5,2.247,0.344,0.434,2,2.7,0.803,0,0.0,0.000,0,0.0,0.000,2,3.8,1.443,1,1.66
361,1,NSF,A,Spatial,13,Pool,5/24/2023,8.8,2.386,0.271,0.350,1,4.3,1.053,1,4.5,1.333,0,0.0,0.000,0,0.0,0.000,1,2.91
362,1,NSF,A,Spatial,14,Pool,5/24/2023,9.4,2.997,0.320,0.433,1,3.7,1.119,1,3.6,1.123,1,2.0,0.754,0,0.0,0.000,1,3.00
363,2,NSF,A,Spatial,13,Pool,5/24/2023,60.0,13.720,0.229,0.089,2,3.1,1.131,6,36.7,7.503,5,17.2,4.446,1,3.1,0.640,0,
364,2,NSF,A,Spatial,14,Pool,5/24/2023,60.0,15.745,0.262,0.064,5,22.3,6.182,5,23.7,6.169,2,8.1,2.152,2,6.0,1.242,0,
365,3,NSF,A,Spatial,13,Pool,5/24/2023,27.4,8.052,0.294,0.066,3,20.6,5.318,1,2.4,0.948,0,0.0,0.000,1,4.3,1.786,1,9.84
366,3,NSF,A,Spatial,14,Pool,5/24/2023,7.7,2.171,0.280,0.234,2,5.2,1.326,1,2.5,0.845,0,0.0,0.000,0,0.0,0.000,1,2.17
367,4,NSF,A,Spatial,13,Pool,5/24/2023,56.2,11.872,0.211,0.075,2,9.6,1.910,4,35.9,7.427,3,7.9,1.799,1,2.8,0.735,1,42.72
368,4,NSF,A,Spatial,14,Pool,5/24/2023,9.5,2.126,0.224,0.569,1,0.9,0.287,1,4.1,1.173,1,4.4,0.666,0,0.0,0.000,1,5.18
369,5,NSF,A,Spatial,13,Pool,5/24/2023,2.7,0.678,0.251,0.777,1,2.7,0.678,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.21
370,5,NSF,A,Spatial,14,Pool,5/24/2023,8.9,2.898,0.327,0.454,2,5.1,1.642,1,0.5,0.074,1,1.9,0.586,1,1.3,0.596,1,1.72
371,6,NSF,A,Spatial,13,Pool,5/24/2023,14.5,4.568,0.316,0.268,1,7.9,2.345,1,2.9,1.128,1,3.7,1.096,0,0.0,0.000,1,5.67
372,6,NSF,A,Spatial,14,Pool,5/24/2023,2.3,0.765,0.335,0.965,1,0.9,0.316,0,0.0,0.000,0,0.0,0.000,1,1.3,0.450,1,0.08
373,7,NSF,A,Spatial,13,Pool,5/24/2023,4.5,1.339,0.295,0.635,1,3.2,0.905,1,1.3,0.435,0,0.0,0.000,0,0.0,0.000,1,0.53
374,7,NSF,A,Spatial,14,Pool,5/24/2023,4.6,1.612,0.351,0.728,1,1.5,0.410,1,0.4,0.166,1,2.7,1.037,0,0.0,0.000,1,0.85
375,8,NSF,A,Spatial,13,Pool,5/24/2023,60.0,16.524,0.275,0.086,4,19.4,4.317,4,10.1,3.356,4,16.0,5.033,4,14.5,3.818,0,
376,8,NSF,A,Spatial,14,Pool,5/24/2023,24.2,7.417,0.307,0.078,4,10.8,2.777,1,2.9,1.206,1,3.7,1.279,3,6.7,2.154,1,14.05
377,9,NSF,A,Spatial,13,Pool,5/24/2023,60.0,16.657,0.278,0.044,4,11.1,3.462,4,13.9,4.478,4,23.1,5.693,3,12.0,3.024,0,
378,9,NSF,A,Spatial,14,Pool,5/24/2023,12.6,3.634,0.287,0.366,1,1.6,0.435,1,3.1,1.049,1,8.0,2.151,0,0.0,0.000,1,8.52
379,10,NSF,A,Spatial,13,Pool,5/24/2023,19.2,5.868,0.306,0.209,1,2.7,0.718,1,10.0,2.971,2,4.8,1.639,1,1.7,0.541,1,9.33
380,10,NSF,A,Spatial,14,Pool,5/24/2023,20.8,6.984,0.336,0.182,2,7.9,2.536,2,6.4,2.197,2,3.3,0.948,1,3.2,1.303,1,11.08
381,11,NSF,A,Spatial,13,Pool,5/24/2023,24.1,7.710,0.320,0.135,4,5.2,1.904,4,15.7,4.998,1,1.6,0.298,1,1.6,0.510,1,12.35
382,11,NSF,A,Spatial,14,Pool,5/24/2023,14.7,4.625,0.315,0.173,3,3.6,1.063,3,11.0,3.563,0,0.0,0.000,0,0.0,0.000,1,7.26
383,12,NSF,A,Spatial,13,Pool,5/24/2023,15.8,5.186,0.328,0.156,1,1.3,0.399,1,1.2,0.530,1,3.3,1.197,1,9.9,3.060,1,11.91
384,12,NSF,A,Spatial,14,Pool,5/24/2023,15.7,5.910,0.376,0.184,2,12.3,4.633,2,3.4,1.277,0,0.0,0.000,0,0.0,0.000,1,3.89
385,13,NSF,A,Spatial,13,Pool,5/24/2023,60.0,19.412,0.324,0.012,4,14.3,4.862,5,13.3,4.397,6,15.7,4.934,5,16.6,5.218,0,
386,13,NSF,A,Spatial,14,Pool,5/24/2023,60.0,19.512,0.325,0.078,4,12.9,4.358,3,10.0,3.721,5,21.7,5.708,5,15.3,5.724,0,
387,14,NSF,A,Spatial,13,Pool,5/24/2023,3.2,1.126,0.349,0.984,1,0.9,0.250,0,0.0,0.000,1,1.6,0.603,1,0.7,0.273,1,-0.02
388,14,NSF,A,Spatial,14,Pool,5/24/2023,60.0,20.643,0.344,0.027,5,13.6,5.004,5,16.3,5.660,4,16.4,5.235,5,13.7,4.745,0,
389,15,NSF,A,Spatial,13,Pool,5/24/2023,3.6,1.340,0.371,0.823,1,0.9,0.286,0,0.0,0.000,0,0.0,0.000,1,2.7,1.054,1,0.63
390,15,NSF,A,Spatial,14,Pool,5/24/2023,6.9,2.483,0.361,0.459,1,1.1,0.309,1,0.5,0.034,1,3.2,1.262,1,2.1,0.878,1,3.92
391,16,NSF,A,Spatial,13,Pool,5/24/2023,10.4,3.559,0.343,0.260,1,2.4,0.647,1,2.8,1.087,1,2.3,1.132,1,2.9,0.693,1,6.15
392,16,NSF,A,Spatial,14,Pool,5/24/2023,4.3,1.430,0.335,0.794,1,1.1,0.312,1,3.2,1.118,0,0.0,0.000,0,0.0,0.000,1,0.95
393,17,NSF,A,Spatial,13,Pool,5/24/2023,53.1,6.334,0.119,0.150,2,4.8,1.370,4,33.4,3.940,3,14.5,0.958,1,0.3,0.065,1,30.60
394,17,NSF,A,Spatial,14,Pool,5/24/2023,39.9,13.137,0.329,0.094,5,13.2,4.697,4,12.6,3.797,2,4.5,1.756,3,9.6,2.888,1,22.82
395,18,NSF,A,Spatial,13,Pool,5/24/2023,20.0,6.082,0.304,0.096,3,11.6,3.012,1,3.0,1.132,1,2.5,0.929,2,2.8,1.009,1,8.38
396,18,NSF,A,Spatial,14,Pool,5/24/2023,8.3,2.402,0.289,0.418,1,5.9,1.619,0,0.0,0.000,0,0.0,0.000,1,2.4,0.784,1,1.87
397,19,NSF,A,Spatial,13,Pool,5/24/2023,38.2,13.546,0.355,0.053,3,6.5,2.178,2,4.8,1.855,3,10.3,3.836,4,16.5,5.678,1,28.69
398,19,NSF,A,Spatial,14,Pool,5/24/2023,13.0,4.461,0.343,0.204,1,1.3,0.349,2,4.4,1.701,2,4.5,1.685,1,2.8,0.726,1,9.39
399,20,NSF,A,Spatial,13,Pool,5/24/2023,36.6,10.746,0.293,0.108,2,5.1,1.642,1,2.1,0.802,4,17.2,4.132,5,12.2,4.171,1,26.03
400,20,NSF,A,Spatial,14,Pool,5/24/2023,56.9,20.185,0.354,0.048,6,14.8,5.395,6,13.3,4.899,4,15.3,5.045,4,13.6,4.845,1,37.20
401,21,NSF,A,Spatial,13,Pool,5/24/2023,14.4,4.319,0.300,0.284,2,2.0,0.458,0,0.0,0.000,1,2.0,0.574,2,10.4,3.287,1,8.04
402,21,NSF,A,Spatial,14,Pool,5/24/2023,34.5,12.606,0.365,0.082,4,12.1,4.077,3,7.9,3.285,2,4.0,1.493,3,10.5,3.750,1,18.44
403,22,NSF,A,Spatial,13,Pool,5/24/2023,17.6,5.819,0.331,0.176,3,8.3,2.556,2,3.4,1.155,1,1.5,0.617,2,4.4,1.491,1,6.14
404,22,NSF,A,Spatial,14,Pool,5/24/2023,4.0,1.504,0.375,0.800,1,1.3,0.418,0,0.0,0.000,0,0.0,0.000,1,2.7,1.086,1,0.71
405,23,NSF,A,Spatial,13,Pool,5/24/2023,9.4,3.304,0.352,0.171,2,5.2,1.819,0,0.0,0.000,0,0.0,0.000,2,4.2,1.485,1,3.21
406,23,NSF,A,Spatial,14,Pool,5/24/2023,7.5,2.267,0.301,0.226,3,5.4,1.698,2,2.1,0.570,0,0.0,0.000,0,0.0,0.000,1,1.72
407,24,NSF,A,Spatial,13,Pool,5/24/2023,23.0,8.283,0.360,0.116,3,8.0,2.642,4,6.3,2.478,2,5.2,1.822,1,3.5,1.341,1,12.83
408,24,NSF,A,Spatial,14,Pool,5/24/2023,6.3,2.246,0.356,0.461,1,1.3,0.471,0,0.0,0.000,1,2.9,1.218,2,2.1,0.558,1,3.71
409,25,NSF,A,Spatial,13,Pool,5/24/2023,45.9,14.961,0.326,0.033,7,27.9,8.676,2,5.1,2.239,1,0.3,0.000,5,12.6,4.046,1,17.90
410,25,NSF,A,Spatial,14,Pool,5/24/2023,4.8,1.161,0.243,0.394,2,3.3,0.611,1,1.5,0.550,0,0.0,0.000,0,0.0,0.000,1,1.19
411,26,NSF,A,Spatial,13,Pool,5/24/2023,60.0,18.348,0.306,0.005,3,12.9,4.040,4,13.9,4.486,5,21.2,5.972,3,12.0,3.849,0,
412,26,NSF,A,Spatial,14,Pool,5/24/2023,45.4,12.680,0.279,0.077,5,16.0,4.833,3,12.9,3.411,1,4.1,1.281,3,12.4,3.155,1,26.73
413,27,NSF,A,Spatial,13,Pool,5/24/2023,12.1,3.633,0.300,0.221,2,2.5,0.842,2,5.0,1.408,1,4.1,1.220,1,0.4,0.163,1,6.79
414,27,NSF,A,Spatial,14,Pool,5/24/2023,11.7,4.377,0.375,0.268,2,5.1,1.878,2,3.7,1.408,1,2.8,1.091,0,0.0,0.000,1,4.16
415,28,NSF,A,Spatial,13,Pool,5/24/2023,60.0,20.115,0.335,0.038,2,6.0,2.049,8,27.8,9.362,7,23.3,7.405,1,2.9,1.298,0,
416,28,NSF,A,Spatial,14,Pool,5/24/2023,8.2,3.071,0.375,0.290,2,2.0,0.749,1,4.5,1.699,0,0.0,0.000,1,1.7,0.623,1,3.44
417,29,NSF,A,Spatial,13,Pool,5/24/2023,15.3,5.362,0.350,0.247,1,1.2,0.356,1,0.9,0.398,2,8.8,2.814,1,4.4,1.793,1,10.09
418,29,NSF,A,Spatial,14,Pool,5/24/2023,19.5,7.450,0.383,0.123,4,13.7,5.432,3,4.9,1.689,0,0.0,0.000,1,0.8,0.329,1,4.95
419,30,NSF,A,Spatial,13,Pool,5/24/2023,3.5,1.169,0.338,0.955,1,0.8,0.244,0,0.0,0.000,1,1.6,0.446,1,1.1,0.479,1,0.32
420,30,NSF,A,Spatial,14,Pool,5/24/2023,3.6,1.307,0.365,0.890,1,1.5,0.461,1,2.1,0.847,0,0.0,0.000,0,0.0,0.000,1,0.09
421,1,NSF,A,Spatial,15,Pool,5/24/2023,13.0,3.706,0.285,0.320,2,6.4,1.736,2,3.5,0.955,1,2.7,0.987,1,0.4,0.029,1,3.49
422,1,NSF,A,Spatial,16,Pool,5/24/2023,8.8,2.444,0.279,0.479,1,1.5,0.412,1,7.3,2.032,0,0.0,0.000,0,0.0,0.000,1,3.42
423,2,NSF,A,Spatial,15,Pool,5/24/2023,2.1,0.726,0.341,0.989,1,0.8,0.281,0,0.0,0.000,0,0.0,0.000,1,1.3,0.445,1,0.07
424,2,NSF,A,Spatial,16,Pool,5/24/2023,21.4,6.782,0.317,0.180,2,4.3,1.203,3,11.3,3.554,1,5.9,2.024,0,0.0,0.000,1,14.82
425,3,NSF,A,Spatial,15,Pool,5/24/2023,1.8,0.450,0.254,0.657,1,1.8,0.450,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.09
426,3,NSF,A,Spatial,16,Pool,5/24/2023,6.5,2.120,0.327,0.487,1,4.3,1.404,1,2.2,0.715,0,0.0,0.000,0,0.0,0.000,1,0.93
427,4,NSF,A,Spatial,15,Pool,5/24/2023,41.2,12.895,0.313,0.094,4,20.4,5.768,3,11.6,3.618,2,6.8,2.479,2,2.4,1.031,1,19.98
428,4,NSF,A,Spatial,16,Pool,5/24/2023,60.0,13.399,0.223,0.027,6,46.5,9.824,3,9.9,2.559,0,0.0,0.000,2,3.6,1.015,0,
429,5,NSF,A,Spatial,15,Pool,5/24/2023,11.3,3.507,0.310,0.251,2,7.1,2.197,2,4.2,1.310,0,0.0,0.000,0,0.0,0.000,1,3.02
430,5,NSF,A,Spatial,16,Pool,5/24/2023,4.9,1.499,0.309,0.597,1,2.9,0.829,1,1.9,0.670,0,0.0,0.000,0,0.0,0.000,1,0.71
431,6,NSF,A,Spatial,15,Pool,5/24/2023,9.5,2.884,0.304,0.161,2,8.9,2.774,0,0.0,0.000,0,0.0,0.000,1,0.5,0.110,1,1.59
432,6,NSF,A,Spatial,16,Pool,5/24/2023,9.4,3.000,0.320,0.253,1,7.8,2.464,0,0.0,0.000,0,0.0,0.000,1,1.5,0.535,1,1.37
433,7,NSF,A,Spatial,15,Pool,5/24/2023,11.0,3.383,0.307,0.362,1,8.9,2.562,0,0.0,0.000,1,2.1,0.820,0,0.0,0.000,1,1.41
434,7,NSF,A,Spatial,16,Pool,5/24/2023,32.1,10.095,0.314,0.110,4,12.8,3.948,4,16.4,4.956,1,2.1,0.879,1,0.8,0.313,1,14.62
435,8,NSF,A,Spatial,15,Pool,5/24/2023,19.9,8.066,0.405,0.146,3,7.9,3.013,2,3.9,1.867,2,4.5,1.726,2,3.6,1.460,1,10.69
436,8,NSF,A,Spatial,16,Pool,5/24/2023,35.0,11.340,0.324,0.093,5,14.1,4.503,2,4.0,1.260,2,6.5,2.551,5,10.3,3.026,1,17.30
437,9,NSF,A,Spatial,15,Pool,5/24/2023,10.4,3.928,0.379,0.208,2,2.5,0.925,2,2.6,0.967,1,3.9,1.451,1,1.3,0.585,1,6.06
438,9,NSF,A,Spatial,16,Pool,5/24/2023,27.6,8.106,0.294,0.135,3,6.1,1.671,1,0.4,0.141,2,7.5,1.945,4,13.6,4.348,1,18.74
439,10,NSF,A,Spatial,15,Pool,5/24/2023,4.7,1.565,0.330,0.290,2,3.2,1.118,0,0.0,0.000,0,0.0,0.000,2,1.5,0.447,1,1.14
440,10,NSF,A,Spatial,16,Pool,5/24/2023,4.2,1.400,0.332,0.318,1,4.2,1.400,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.56
441,11,NSF,A,Spatial,15,Pool,5/24/2023,11.6,3.268,0.281,0.241,2,6.4,1.760,2,5.2,1.507,0,0.0,0.000,0,0.0,0.000,1,4.29
442,11,NSF,A,Spatial,16,Pool,5/24/2023,11.1,3.818,0.343,0.257,2,1.9,0.573,2,3.8,1.355,1,3.3,1.304,1,2.1,0.586,1,5.06
443,12,NSF,A,Spatial,15,Pool,5/24/2023,12.8,4.408,0.345,0.292,2,4.9,1.593,1,0.5,0.243,1,6.1,2.223,1,1.2,0.350,1,5.30
444,12,NSF,A,Spatial,16,Pool,5/24/2023,12.8,4.573,0.358,0.199,2,8.9,3.085,0,0.0,0.000,0,0.0,0.000,2,3.8,1.488,1,3.06
445,13,NSF,A,Spatial,15,Pool,5/24/2023,60.0,19.488,0.325,0.034,4,15.6,4.967,5,16.5,5.707,4,9.8,3.813,3,18.2,5.001,0,
446,13,NSF,A,Spatial,16,Pool,5/24/2023,60.0,17.533,0.292,0.034,3,15.3,4.448,4,14.0,4.239,5,23.4,6.024,3,7.2,2.821,0,
447,14,NSF,A,Spatial,15,Pool,5/24/2023,60.0,16.635,0.277,0.098,3,11.0,3.415,3,11.3,3.717,5,22.8,5.388,5,14.9,4.116,0,
448,14,NSF,A,Spatial,16,Pool,5/24/2023,60.0,18.755,0.313,0.040,4,19.4,5.827,4,14.3,4.894,4,11.5,3.382,4,14.8,4.652,0,
449,15,NSF,A,Spatial,15,Pool,5/24/2023,6.8,1.860,0.274,0.588,1,3.6,0.734,0,0.0,0.000,0,0.0,0.000,1,3.2,1.127,1,0.97
450,15,NSF,A,Spatial,16,Pool,5/24/2023,60.0,23.783,0.396,0.049,7,21.0,7.909,5,12.3,4.985,5,11.5,4.998,6,15.2,5.892,0,
451,16,NSF,A,Spatial,15,Pool,5/24/2023,8.7,2.868,0.331,0.196,2,1.9,0.563,2,5.5,1.930,1,1.0,0.285,1,0.3,0.090,1,3.93
452,16,NSF,A,Spatial,16,Pool,5/24/2023,8.5,3.076,0.362,0.263,1,1.5,0.439,1,3.7,1.273,1,2.1,0.975,1,1.2,0.390,1,5.19
453,17,NSF,A,Spatial,15,Pool,5/24/2023,24.1,8.829,0.366,0.139,3,5.5,1.962,3,8.9,3.168,2,6.3,2.411,1,3.4,1.289,1,14.99
454,17,NSF,A,Spatial,16,Pool,5/24/2023,3.4,1.130,0.337,0.868,1,0.8,0.243,1,2.5,0.887,0,0.0,0.000,0,0.0,0.000,1,0.30
455,18,NSF,A,Spatial,15,Pool,5/24/2023,6.8,1.981,0.292,0.612,1,0.9,0.226,0,0.0,0.000,1,3.4,0.992,1,2.4,0.764,1,2.41
456,18,NSF,A,Spatial,16,Pool,5/24/2023,7.1,1.998,0.282,0.445,2,3.5,0.875,0,0.0,0.000,0,0.0,0.000,2,3.6,1.123,1,1.55
457,19,NSF,A,Spatial,15,Pool,5/24/2023,27.0,9.517,0.353,0.121,2,4.1,1.384,2,3.7,1.391,3,8.9,3.193,2,10.1,3.549,1,16.88
458,19,NSF,A,Spatial,16,Pool,5/24/2023,41.0,13.583,0.331,0.068,6,9.5,3.122,5,9.0,2.854,4,14.1,4.575,4,8.4,3.033,1,27.02
